Food_name,Calories,Protein,Carbohydrates,Fats,Meal_type,is_vegan,is_vegetarian,Food_type
Vietnamese Pho Pressure Cooker (Noodle Soup),649.96,55.11,25.12,36.56,Snack,FALSE,TRUE,Local
Asian Meatballs recipes,649.97,39.06,12.89,49.13,Snack,FALSE,FALSE,Local
Whole30? Sriracha,417.95,12.16,85.78,2.91,Snack,FALSE,TRUE,Local
Grain-Free Cauliflower Fried Rice recipes,649.95,28.28,42.88,40.59,Snack,FALSE,TRUE,Local
Paleo Cauliflower Bacon Fried Rice Recipe,747.89,28.76,50.01,48.09,Dinner,FALSE,FALSE,Local
Orange Sriracha Chicken recipes,649.99,50.84,40.49,31.63,Breakfast,FALSE,FALSE,Local
Asian Sesame Chicken & Broccoli,650.03,58.78,17.44,38.35,Lunch,FALSE,FALSE,Local
Cauliflower Fried Rice,650,30.34,53.86,34.8,Breakfast,FALSE,TRUE,Local
Asian Chicken Salad,650.04,28.05,18,51.76,Snack,FALSE,FALSE,Local
Spicy Thai Peanut Kelp Noodle Pad Thai,650.01,24.89,96.01,18.49,Lunch,FALSE,TRUE,Local
Paleo Pad Thai with Zucchini Noodles,400.04,7.76,90.45,0.8,Snack,FALSE,TRUE,Local
"Gluten Free Beef and Tomato {Chinese Style, Paleo Option} recipes",650.03,50.48,26.28,38.11,Lunch,FALSE,FALSE,Local
Cauliflower Fried "Rice" (Paleo),435.17,26.48,44.85,16.65,Snack,FALSE,TRUE,Local
Vietnamese Spring Rolls (Paleo) recipes,649.97,19.55,62.1,35.93,Snack,FALSE,TRUE,Local
"Easy 10 Minute Asian Zucchini Noodles (low-carb, Paleo) recipes",270.3,13.86,37.92,7.02,Snack,FALSE,TRUE,Local
Paleo Cauliflower Fried Rice,649.96,32.94,56.29,32.56,Snack,FALSE,TRUE,Local
Paleo Thai Chicken Pizza recipes,650.02,20.25,102.07,17.86,Lunch,FALSE,FALSE,Local
Paleo Asian Cauliflower Fried ?Rice? recipes,650.01,25.4,34.48,45.61,Lunch,FALSE,TRUE,Local
Paleo Chicken Cauliflower Fried Rice,650.04,51.65,23.11,39,Dinner,FALSE,FALSE,Local
Asian Healthy Broccoli Salad,649.99,20.65,39.09,45.67,Snack,FALSE,TRUE,Local
Simple Egg Drop Soup recipes,649.97,43.86,50.93,30.09,Breakfast,FALSE,TRUE,Local
Paleo Kale Orange Beef Stir Fry with Spiralized Sweet Potato Noodles,650.02,35.43,59.71,29.94,Lunch,FALSE,FALSE,Local
"Red Coconut Curry Pulled Chicken (Paleo, GF) recipes",650.02,41.37,19.3,45.26,Lunch,FALSE,FALSE,Local
Lemongrass Vietnamese Meatballs recipes,650,35.93,23.88,45.64,Snack,FALSE,FALSE,Local
Gai Satay (Chicken Satay with Peanut Sauce and Cucumber Salad),649.97,63.97,11.83,38.53,Snack,FALSE,FALSE,Local
Paleo Honey Orange Beef Stir Fry with Sweet Potato Noodles and Kale recipes,650.06,33.33,68.3,27.06,Dinner,FALSE,FALSE,Local
Kofta Kari recipes,649.98,33.49,16.91,49.82,Breakfast,FALSE,TRUE,Local
"Chicken Parmesan With Zucchini Noodles (Grain Free, Paleo, Primal, Gaps, Gluten Free)",650.03,67.87,21.76,32.39,Lunch,FALSE,FALSE,Local
"Pad Thai Recipe (Grain-Free, Paleo, Gluten Free)",650.02,26.93,109.79,11.46,Lunch,FALSE,TRUE,Local
Cauliflower Fried Rice recipes,650,23.05,12.1,56.6,Breakfast,FALSE,TRUE,Local
Slow Cooker Red-Cooked Chicken,650.04,42.11,19.51,44.84,Dinner,FALSE,FALSE,Local
Chinese Beef and Broccoli recipes,650.02,54.49,45.06,27.98,Lunch,FALSE,FALSE,Local
Sweet and Spicy Asian-Style Eggplant recipes,649.99,18.99,92.05,22.87,Breakfast,FALSE,TRUE,Local
Thai Red Curry,649.97,37.42,43.6,36.21,Snack,FALSE,TRUE,Local
Beef Stir-fry with Snow Peas and Mushrooms recipes,650.04,53,51.19,25.92,Dinner,FALSE,FALSE,Local
Baked Sesame Ginger Chicken recipes,649.98,69.36,6.15,38.66,Breakfast,FALSE,FALSE,Local
Sweet and Sticky Mango Chutney Chicken,650.03,44.47,16.27,45.23,Lunch,FALSE,FALSE,Local
Keto Fried Fish,650.05,71.63,13.1,34.57,Dinner,FALSE,FALSE,Local
Sweet and Spicy Asian-style Eggplant,649.99,17.76,96.25,21.55,Breakfast,FALSE,TRUE,Local
Paleo Roti recipes,649.98,10.83,47.4,46.34,Breakfast,FALSE,TRUE,Local
Summer Squash Noodles with Skinny Garlic Butter recipes,354.36,9.62,19.66,26.36,Snack,FALSE,TRUE,Local
Sesame Orange Vinaigrette,731.65,5.61,46.24,58.25,Dinner,FALSE,TRUE,Local
Paleo Shrimp Scampi,649.98,120.66,14.52,12.14,Breakfast,FALSE,FALSE,Local
Paleo Curry Meatballs,650.04,10.64,22.09,57.68,Snack,FALSE,FALSE,Local
Paleo Tandoori Chicken,649.98,47.45,3.31,49.66,Breakfast,FALSE,FALSE,Local
Paleo Fried Rice,487.87,17.07,23.74,36.07,Snack,FALSE,TRUE,Local
Low Carb Broiled Asian Chicken Thighs recipes,649.97,88.57,8.2,29.21,Snack,FALSE,FALSE,Local
Easy Pot Roast Crock Pot recipes,650.02,72.74,51.92,16.82,Lunch,FALSE,TRUE,Local
Paleo Asian Meatballs,649.97,39.85,3.55,52.93,Snack,FALSE,FALSE,Local
Beef Curry (Paleo),649.97,41.68,28.09,41.21,Snack,FALSE,FALSE,Local
Paleo Zucchini Fritters,321.15,18.02,39.43,10.15,Snack,FALSE,TRUE,Local
Paleo Vegetable Curry,649.95,13.99,53.03,42.43,Snack,FALSE,TRUE,Local
Thai Green Curry Guacamole recipes,649.95,8.61,61.11,41.23,Snack,FALSE,TRUE,Local
Gluten-Free ?Pho? Slow Cooker Pulled Pork Sandwiches,650.01,44.11,29.36,39.57,Lunch,FALSE,FALSE,Local
Paleo Vindaloo recipes,649.95,58.46,61.12,19.07,Snack,FALSE,TRUE,Local
Paleo Pad Thai,650.03,40.13,41.76,35.83,Lunch,FALSE,TRUE,Local
Thai Mango Sweet Potato Salad,581.21,7.93,75.25,27.61,Snack,FALSE,TRUE,Local
Sesame Pineapple Sausage Bites,683.75,5.68,124.15,18.27,Snack,FALSE,TRUE,Local
Whole 30 Zucchini Noodle Bake,650.05,36.04,25.02,45.09,Dinner,FALSE,TRUE,Local
Creamy Cashew Thai Chicken with Cilantro Lime Cauliflower Rice,649.95,51.07,39.08,32.15,Snack,FALSE,FALSE,Local
Hawaiian Chicken Recipe,650.01,53.67,46.35,27.77,Lunch,FALSE,FALSE,Local
Zucchini Noodles with Shrimp,650.01,68.09,25.99,30.41,Lunch,FALSE,FALSE,Local
Garlic Shrimp with Zucchini Noodles,650,28.92,112.25,9.48,Breakfast,FALSE,FALSE,Local
Quick Shrimp Scampi with Squash Noodles recipes,650.05,51.82,24.72,38.21,Dinner,FALSE,FALSE,Local
Paleo Cumin Cauliflower Rice,730.56,24.31,99.2,26.28,Dinner,FALSE,TRUE,Local
Paleo Egg Drop Soup,649.99,35.2,42.81,37.55,Breakfast,FALSE,TRUE,Local
Paleo Spaghetti Squash Noodles,830.46,8.45,64.39,59.9,Dinner,FALSE,TRUE,Local
Paleo Curry Leeks recipes,328.9,5.61,47.41,12.98,Snack,FALSE,TRUE,Local
Paleo Crispy Noodles recipes,513.65,2.7,33.62,40.93,Snack,FALSE,TRUE,Local
Sunday Slow Cooker: Thai Curry Ground Beef recipes,649.96,79.68,26.56,25,Snack,FALSE,FALSE,Local
Simple Vegan Tofu Lasagna,649.96,32.74,80.43,21.92,Snack,TRUE,TRUE,Local
Spicy Thai Vegan Burger,650.01,33.51,79.38,22.05,Lunch,TRUE,TRUE,Local
Vegan Thai green curry,650.03,16.82,95.58,22.27,Lunch,TRUE,TRUE,Local
EASY VEGAN COCONUT CURRY NOODLE BOWLS,649.98,8.9,65.8,39.02,Breakfast,TRUE,TRUE,Local
Cherry Tomato Zucchini Noodles,332.05,11.46,39.76,14.13,Snack,TRUE,TRUE,Local
Vegan Thai curry,650.03,16.93,78.37,29.87,Lunch,TRUE,TRUE,Local
Roasted Veggie Mason Jar Salad,424.48,30.27,24.73,22.72,Breakfast,TRUE,TRUE,Local
Low-key Iridofu Or Scrambled Tofu With Vegetables recipes,790,74.74,32.31,40.2,Dinner,TRUE,TRUE,Local
Tofu Salad,365.51,18.76,32.32,17.91,Snack,TRUE,TRUE,Local
Seitan,649.96,92.87,35.33,15.24,Snack,TRUE,TRUE,Local
Vegan Pad Thai,649.99,28.24,65.79,30.43,Breakfast,TRUE,TRUE,Local
Baby Bok Choy Salad with Mama O's Kimchi Paste,400.02,20.63,72.04,3.26,Snack,TRUE,TRUE,Local
Vegan Palak Paneer,649.96,37.1,47.09,34.8,Snack,TRUE,TRUE,Local
Vegan BBQ teriyaki tofu,649.99,45.43,40.23,34.15,Breakfast,TRUE,TRUE,Local
Easy Brown Rice & Veggie Wrap,428.03,11.03,52.26,19.43,Breakfast,TRUE,TRUE,Local
Vegan Kaju Matar Masala | Vegan Cashew and Green Peas Curry,649.98,17.53,47,43.54,Breakfast,TRUE,TRUE,Local
Roasted Veggie Brown Rice Buddha Bowl,475.74,29.38,45.68,19.5,Breakfast,TRUE,TRUE,Local
Satoimo (taro Root) Cooked In Miso With Tofu recipes,799.37,41.19,114.26,19.73,Dinner,TRUE,TRUE,Local
Asparagus recipes,376.87,11.74,10.23,32.11,Snack,TRUE,TRUE,Local
Easy Vegan Pad Thai,650.02,16.24,122.46,10.58,Lunch,TRUE,TRUE,Local
15 Minute Cauliflower Fried Rice recipes,782.31,40.74,57.84,43.11,Dinner,TRUE,TRUE,Local
Vegan Thai Cucumber Salad,683.02,16.75,48.12,47.06,Snack,TRUE,TRUE,Local
Vegan Cauliflower Fried Rice,649.96,22.86,46.03,41.6,Snack,TRUE,TRUE,Local
Vegan Pad Thai with Tofu,649.96,26.68,78.39,25.52,Snack,TRUE,TRUE,Local
Vegan Thai Summer Squash Vichyssoise,649.96,21.34,74.46,29.64,Snack,TRUE,TRUE,Local
Pantry Thai vegan chickpea pasta,649.98,18.48,82.32,27.42,Breakfast,TRUE,TRUE,Local
Vegan Dan Dan Noodles Recipe,649.98,15.62,65.29,36.26,Breakfast,TRUE,TRUE,Local
Eggless Tofu Salad,684.33,54.39,29.82,38.61,Breakfast,TRUE,TRUE,Local
Tofu Burger,649.98,26.56,96.74,17.42,Breakfast,TRUE,TRUE,Local
Peanut-Tamarind Dipping Sauce for Spring Rolls or Satay Recipe,840,24.35,36.34,66.36,Snack,TRUE,TRUE,Local
Tofu "Egg" Salad,650.01,43.17,19.32,44.45,Breakfast,TRUE,TRUE,Local
VIETNAMESE RICE NOODLE SOUP (VEGAN PHO),649.96,17.95,119.97,10.92,Snack,TRUE,TRUE,Local
Aromatic Coconut Rice recipes,649.96,10.67,104.3,21.12,Snack,TRUE,TRUE,Local
The Best Vegan Mapo Tofu Recipe,650.02,27.06,24.88,49.14,Lunch,TRUE,TRUE,Local
Naan,649.96,17.48,107.21,16.8,Snack,TRUE,TRUE,Local
Mango Rice with Mustard,649.94,9.65,92.67,26.74,Snack,TRUE,TRUE,Local
Satay sweet potato curry,650.02,11.41,59.25,40.82,Lunch,TRUE,TRUE,Local
Papadums With Whipped Dal,650,28,68.17,29.48,Breakfast,TRUE,TRUE,Local
Kimchi Udon Noodle Soup,649.99,33.2,96.56,14.55,Breakfast,TRUE,TRUE,Local
KALE + EDAMAME DUMPLINGS w/ SIMPLE DIPPING SAUCE recipes,649.98,24.62,121,7.5,Snack,TRUE,TRUE,Local
Chana Masala Pockets with Tofu and Arugula,650.02,32.44,92.94,16.5,Lunch,TRUE,TRUE,Local
Creamy Vegan Saag Paneer (With Tofu) Recipe,650,30.08,48.36,37.36,Breakfast,TRUE,TRUE,Local
Flying Tofu Wedges,670.88,56.97,25.88,37.72,Dinner,TRUE,TRUE,Local
Mak Kimchi,400.03,28.82,63.56,3.39,Snack,TRUE,TRUE,Local
"Butternut, chestnut & lentil cake",650.04,19.97,101.23,18.36,Dinner,TRUE,TRUE,Local
Barbecued Tofu Burger,650.02,25.64,100.64,16.1,Lunch,TRUE,TRUE,Local
Crisp Tofu and Thai Cucumber Raita,613.49,26.96,34.41,40.89,Snack,TRUE,TRUE,Local
CrisSpi Asian Tofu Sandwich,650.01,27.68,85.48,21.93,Lunch,TRUE,TRUE,Local
Corn Soup with Tofu Larb,649.97,27.16,81.94,23.73,Snack,TRUE,TRUE,Local
Stir Fried Singapore Noodles with Garlic Ginger Sauce recipes,650,23.54,111.15,12.36,Snack,TRUE,TRUE,Local
Easy Vegan Soba Noodles with Peanut Sauce Recipe,649.95,25.03,98.06,17.51,Snack,TRUE,TRUE,Local
Light Yakisoba Noodles,650.04,19.17,86.01,25.48,Dinner,TRUE,TRUE,Local
Vegan Crispy Stir-Fried Tofu With Broccoli Recipe,650.06,12.04,36.58,50.62,Dinner,TRUE,TRUE,Local
Aloo Gobi,650.01,18.42,123.72,9.05,Lunch,TRUE,TRUE,Local
Curried Carrot Ginger Soup,649.99,9.35,59.84,41.47,Breakfast,TRUE,TRUE,Local
Gluten-Free Black Bean Burgers,650.01,35.55,116.76,4.53,Lunch,TRUE,TRUE,Local
Pineapple and Shrimp Fried Quinoa recipes,649.99,26.81,68.3,29.95,Breakfast,TRUE,TRUE,Local
Jicama and Pomelo Salad With Spicy Thai Dressing (Vegan) Recipe,594.87,20.97,83.67,19.59,Snack,TRUE,TRUE,Local
Vietnamese-Style Tofu Hero with Asian Slaw,650.04,24.41,31.99,47.16,Dinner,TRUE,TRUE,Local
Curried Chickpea Sandwich,650.03,20.17,76.66,29.19,Lunch,TRUE,TRUE,Local
Gluten Free Green Bean Casserole,649.96,7.89,34.54,53.36,Snack,TRUE,TRUE,Local
Curried Lentils with Quick-Pickled Veggies,650.01,39.46,103.31,8.77,Breakfast,TRUE,TRUE,Local
Cozy Yellow Curry Vegetable Soup,649.95,19.77,57.33,37.95,Snack,TRUE,TRUE,Local
Sassy Springtime Rolls,650.02,26.74,95.13,18.06,Lunch,TRUE,TRUE,Local
Basil Thai Noodles with Bison and Zucchini + Spicy Quick Pickled Cucumber,649.99,30.92,64.01,30.03,Breakfast,TRUE,TRUE,Local
Coconut chutney,668.17,11.96,48.23,47.49,Dinner,TRUE,TRUE,Local
Sesame stir-fry wrap,472.29,14.55,52.11,22.85,Snack,TRUE,TRUE,Local
Tofu Scramble Fried Rice,650.05,25.74,88.87,21.29,Dinner,TRUE,TRUE,Local
Indian Spiced Lentil Soup,650,33.46,108.16,9.28,Breakfast,TRUE,TRUE,Local
Keep it green sandwich,563.75,14.92,53.41,32.27,Snack,TRUE,TRUE,Local
Spinach & chickpea curry,650.02,32.69,102.59,12.1,Lunch,TRUE,TRUE,Local
"""Chorizo"" Tacos From 'The VB6 Cookbook'",650.04,36.82,57.11,30.48,Dinner,TRUE,TRUE,Local
Soondubu Jjigae (Korean Soft Tofu Stew) Recipe,650.03,34.79,14.79,50.19,Lunch,TRUE,TRUE,Local
Kohlrabi Fritters,650.04,19.42,52.82,40.12,Dinner,TRUE,TRUE,Local
Tofu Tacos,650.01,29.94,72.33,26.77,Lunch,TRUE,TRUE,Local
Citrus Lime Tofu Salad,469.08,27.09,20.25,31.08,Snack,TRUE,TRUE,Local
Veggie Sandwich,331.7,9.87,48.35,10.98,Breakfast,TRUE,TRUE,Local
Sweet potato & cauliflower lentil bowl,649.97,27.3,91.43,19.45,Snack,TRUE,TRUE,Local
Summertime Lentil Salad With Mango,423.79,15.05,51.05,17.71,Snack,TRUE,TRUE,Local
Miso roasted tofu with sweet potato,650.06,35.68,51.37,33.54,Dinner,TRUE,TRUE,Local
West Indian spiced aubergine curry,461.4,11.25,69.45,15.4,Snack,TRUE,TRUE,Local
Roasted aubergine & tomato curry,650.05,8.56,37.47,51.77,Dinner,TRUE,TRUE,Local
"Cauliflower, squash, coconut & lentil curry",650,21.41,67.11,32.88,Breakfast,TRUE,TRUE,Local
Date and Fennel Tofu Scramble,649.99,32.52,68.89,27.15,Breakfast,TRUE,TRUE,Local
Asian Bulgur Wheat Salad,741.27,20.18,99.19,29.31,Snack,TRUE,TRUE,Local
Satay noodle soup,622.72,13.54,53.94,39.2,Snack,TRUE,TRUE,Local
Easy Chickpea Curry,649.99,19.85,83.18,26.43,Breakfast,TRUE,TRUE,Local
Japanese Tabbouleh with Cilantro & Tofu,712.47,57.81,24.75,42.47,Dinner,TRUE,TRUE,Local
Red Lentil Dhal,650,42.59,105.69,6.32,Breakfast,TRUE,TRUE,Local
Chilled spicy tahini noodle bowl,650.01,30.39,76.02,24.93,Lunch,TRUE,TRUE,Local
Chickpea & roasted parsnip curry,649.96,17.36,76.01,30.72,Snack,TRUE,TRUE,Local
Cider & Honey Kohlrabi Slaw with Radicchio,649.98,8.56,71.9,36.46,Breakfast,TRUE,TRUE,Local
Curried Millet with Chickpeas and Currants,650.05,18.18,92.38,23.09,Dinner,TRUE,TRUE,Local
Tofu Jerky,773.7,73.15,29.96,40.14,Dinner,TRUE,TRUE,Local
Zucchini Curry,649.96,11.39,37.16,50.64,Snack,TRUE,TRUE,Local
Creamy Instant Pot Coconut Red Lentils,649.97,34.3,93.79,15.29,Snack,TRUE,TRUE,Local
Pumpkin curry with chickpeas,649.98,15.94,59.75,38.58,Breakfast,TRUE,TRUE,Local
"Chickpea, tomato & spinach curry",650,27.55,84.1,22.6,Breakfast,TRUE,TRUE,Local
Chole Masala,650.01,27.92,98.2,16.17,Lunch,TRUE,TRUE,Local
Asian Eggplant Stir fry,682.31,15.96,120.62,15.11,Breakfast,TRUE,TRUE,Local
Thai-Scented Asparagus Soup,649.99,17.43,37.54,47.79,Breakfast,TRUE,TRUE,Local
General Tso's Cauliflower,809.14,26.4,58.48,52.18,Dinner,TRUE,TRUE,Local
Tofu Cashew Noodles With Snow Peas,649.97,30.08,62.64,31.01,Snack,TRUE,TRUE,Local
Seitan & black bean stir-fry,649.98,45.01,71.9,20.26,Breakfast,TRUE,TRUE,Local
Kadala curry,649.99,22.44,78.07,27.55,Breakfast,TRUE,TRUE,Local
Cauliflower curry,649.96,13.94,51.44,43.16,Snack,TRUE,TRUE,Local
Thai-Style Chopped Salad with Sriracha Tofu,649.99,34.65,24.46,45.95,Snack,TRUE,TRUE,Local
Spiced aubergine bake,650.02,12.24,70.66,35.38,Lunch,TRUE,TRUE,Local
Cook the Book: Bengali Squash with Chickpeas,650,13.15,76.45,32.4,Breakfast,TRUE,TRUE,Local
Sri Lankan runner bean curry,649.97,13.58,42.69,47.21,Snack,TRUE,TRUE,Local
Thai Curry Ice Cream,649.99,4.89,65.38,40.99,Breakfast,TRUE,TRUE,Local
Spicy Beet and Spinach Stir-Fry Over Sesame Rice,649.95,12.11,102.16,21.43,Snack,TRUE,TRUE,Local
Sticky noodles with homemade hoisin,842.36,28.65,123.53,25.96,Dinner,TRUE,TRUE,Local
Coconut curry noodle bowl,650.04,21.27,72.66,30.48,Dinner,TRUE,TRUE,Local
Teriyaki Tofu Summer Rolls,650.05,29.56,106.92,11.57,Dinner,TRUE,TRUE,Local
Thai Zucchini-Coconut Soup,649.97,10.81,57.61,41.81,Snack,TRUE,TRUE,Local
Spice-crusted tofu with kumquat radish salad,649.97,33.2,44.58,37.65,Snack,TRUE,TRUE,Local
Cauliflower + Red Lentil Curry,649.96,21.88,59.52,36.04,Snack,TRUE,TRUE,Local
Indian Saag with Chickpeas,649.97,29.53,87.49,20.21,Snack,TRUE,TRUE,Local
Lots O'Laksa (Malaysian-Style Chicken Soup),649.98,33.84,38.34,40.14,Breakfast,TRUE,TRUE,Local
Buddha bowl with grilled tofu and gluten-free white beer,650.02,29.49,82.21,22.58,Lunch,TRUE,TRUE,Local
Smoky Tofu Chili,650.06,36.11,70.02,25.06,Dinner,TRUE,TRUE,Local
Gobhi Mussallam,649.98,26.47,44.36,40.74,Breakfast,TRUE,TRUE,Local
Roasted aloo gobi,649.97,16.47,78.68,29.93,Snack,TRUE,TRUE,Local
Tahini Noodles,649.96,22.61,101.9,16.88,Snack,TRUE,TRUE,Local
Rainbow Swiss Chard and Lemon Stir-Fry,650.03,15.14,87,26.83,Lunch,TRUE,TRUE,Local
Best veggie stir fry,650.01,10.02,53.46,44.01,Breakfast,TRUE,TRUE,Local
Tofu Poke,649.98,31.47,67.8,28.1,Breakfast,TRUE,TRUE,Local
Chickpea & Jackfruit Curry,650.01,16.59,89.82,24.93,Lunch,TRUE,TRUE,Local
Grilled Tofu with Chimichurri on Toast,650.01,26.3,32.14,46.25,Breakfast,TRUE,TRUE,Local
Korean Stewed Tofu with a Green Onion Salad and Crisp Bacon,650.04,41.35,33.86,38.8,Snack,TRUE,TRUE,Local
Chickpea Cashew Curry,650.03,19.62,64.97,34.63,Lunch,TRUE,TRUE,Local
Tofu Pesto,650.07,12.21,16.77,59.35,Dinner,TRUE,TRUE,Local
Vietnamese Citrus and Noodle Salad With Fresh Herbs and Fried Yuba (Tofu Skin) Recipe,650,8.65,41.53,49.92,Snack,TRUE,TRUE,Local
Andrea Nguyen's Saag Soy Paneer,649.98,25.85,26.8,48.82,Breakfast,TRUE,TRUE,Local
Thai Summer Squash Curry,650.03,27.64,81.7,23.63,Lunch,TRUE,TRUE,Local
Tofu Mexicali Scramble Recipe,650.03,28.48,69.34,28.75,Lunch,TRUE,TRUE,Local
"Sticky Rice Cake with Coconut, Ginger & Condensed Coconut Milk",650.01,7.57,57.8,43.17,Lunch,TRUE,TRUE,Local
Autumn Curry with Pumpkin and Chickpeas,649.98,20.09,83.59,26.14,Breakfast,TRUE,TRUE,Local
Dinner Tonight: Caramelized Tofu with Brussels Sprouts Recipe,650,18.99,36.68,47.48,Breakfast,TRUE,TRUE,Local
Stir-Fried Garlic Eggplant with Ground Pork Recipe,650.05,21.14,30.47,49.29,Breakfast,TRUE,TRUE,Local
Citrus Ginger Tofu Salad with Buckwheat Soba Noodles,650.01,29.22,62.07,31.65,Snack,TRUE,TRUE,Local
Tom Kha Udon Soup With Mushrooms Recipe,649.96,20.78,111.2,13.56,Snack,TRUE,TRUE,Local
Instant Pot Curry,650.02,17.24,63.86,36.18,Lunch,TRUE,TRUE,Local
Edamame Gyoza,650.02,23.65,116.58,9.9,Lunch,TRUE,TRUE,Local
Pandan Khanom Chan (Layered Rice Sweets) Recipe,650.01,4.6,140.06,7.93,Lunch,TRUE,TRUE,Local
Recipe: Garlicky Soba Noodle Bowls,650,25.17,121.13,7.2,Breakfast,TRUE,TRUE,Local
curried lentils with sweet potatoes.,650.05,33.48,116.5,5.57,Dinner,TRUE,TRUE,Local
One-Pot Coconut Milk Curry with Chickpeas,650.01,15.67,59.78,38.69,Lunch,TRUE,TRUE,Local
"Squash, chickpea & coconut curry",649.96,14.18,64.61,37.2,Snack,TRUE,TRUE,Local
"Gardein ""Chicken"" Scaloppini with Shiitake Sake Sauce, Pea Shoots, and Udon Noodle Cakes",650.06,9,41.15,49.94,Snack,TRUE,TRUE,Local
"Chickpea, Potato, and Spinach Jalfrezi With Cilantro Chutney Recipe",650.01,21.79,91.82,21.73,Lunch,TRUE,TRUE,Local
Pad Thai Redux,649.97,11.82,79.55,31.61,Snack,TRUE,TRUE,Local
Quinoa with Curried Cauliflower & Potatoes,650,14.23,68.62,35.4,Breakfast,TRUE,TRUE,Local
Pistachio-Crusted Tofu with Red Chimichurri Recipe,650,22.39,32.02,48.04,Breakfast,TRUE,TRUE,Local
Chickpea and Kale Curry,649.93,15.58,46.8,44.49,Snack,TRUE,TRUE,Local
"'The Food Matters Cookbook': Spicy Fried Rice with Bean Sprouts, Chicken, and Peanuts Recipe",649.99,26.38,79.98,24.95,Breakfast,TRUE,TRUE,Local
Sichuan-Style Braised Eggplant With Pickled Chilies and Garlic (Yu Xiang Qie Zi) Recipe,786.64,14.06,79.82,45.68,Breakfast,TRUE,TRUE,Local
Saag Paneer,650.02,54.56,58.49,21.98,Lunch,TRUE,TRUE,Local
The Occasional Vegetarian's Bibimbap,649.99,14.08,113.88,15.35,Breakfast,TRUE,TRUE,Local
Braised Eggplant With Tofu in Garlic Sauce Recipe,650,25.89,59.21,34.4,Breakfast,TRUE,TRUE,Local
Coconut-Mango Rice Noodle Salad,649.99,12.61,65.76,37.39,Snack,TRUE,TRUE,Local
Recipe: Sesame Ginger Shrimp and Cabbage Stew,650.02,49.99,63.51,21.78,Lunch,TRUE,TRUE,Local
Pretzel- and Cashew-Crusted Tofu,650.04,21.61,102.2,17.2,Dinner,TRUE,TRUE,Local
Tofu B?nh M?,649.98,24.66,55.8,36.46,Breakfast,TRUE,TRUE,Local
Moosewood?s Classic Tofu Burgers,650,35.65,23.08,46.12,Breakfast,TRUE,TRUE,Local
Beef and Chinese Broccoli Chow Fun Recipe,649.98,23.75,80.29,25.98,Breakfast,TRUE,TRUE,Local
Quinoa Fried ?Rice?,650.04,20.28,55.65,38.48,Dinner,TRUE,TRUE,Local
Phat Phrik Khing With Tofu and Long Beans (Thai Dry-Curry Stir-Fry) Recipe,649.97,29.26,65.53,30.09,Snack,TRUE,TRUE,Local
Sun Dried Tomato Yumballs,649.95,31.31,44.44,38.55,Snack,TRUE,TRUE,Local
Mother-in-Law's Signature Kimchi from 'The Kimchi Cookbook',649.99,50.96,85.46,11.59,Breakfast,TRUE,TRUE,Local
Veggie Masala Burgers with Cilantro Chutney Aioli,650.02,10.05,46.66,47.02,Breakfast,TRUE,TRUE,Local
Curry Noodles With Chicken (Kuai-Tiao Kaeng Sai Kai) From 'Simple Thai Food',650.01,27.64,50.24,37.61,Lunch,TRUE,TRUE,Local
Vegan Sweet Noodle Kugel,650.01,17.1,70.05,33.49,Lunch,TRUE,TRUE,Local
Vegan Noodle Kugel recipes,649.94,12.65,98.49,22.82,Snack,TRUE,TRUE,Local
Zucchini Noodles with Spicy Meatballs Recipe,649.98,32.21,21.79,48.22,Snack,FALSE,FALSE,Local
Cauliflower Rice Recipe,707.24,21.07,60.61,42.28,Dinner,FALSE,TRUE,Local
Keto Mixed Green Spring Salad recipes,654.14,18.26,7.44,61.26,Snack,FALSE,TRUE,Local
Thai River Noodles with Chicken (Pad See Ew),650.07,38.45,112.3,5.23,Dinner,FALSE,FALSE,Local
Cauliflower Chicken Fried Rice,649.99,57.32,21.14,37.35,Breakfast,FALSE,FALSE,Local
Keto Noodles Recipe,650.03,36.76,6.16,53.15,Lunch,FALSE,TRUE,Local
Keto Sriracha Mayo,650.02,0.09,1.54,71.5,Lunch,FALSE,TRUE,Local
Keto fried fish,649.99,47.58,8.65,47.23,Breakfast,FALSE,FALSE,Local
Filipino Chicken Adobo,778.16,45.84,34.22,50.88,Dinner,FALSE,FALSE,Local
Keto Egg Drop Soup,669.6,21.31,9.11,60.88,Breakfast,FALSE,TRUE,Local
Keto Zucchini Fritters Recipe,649.94,19.07,50.04,41.5,Snack,FALSE,TRUE,Local
Easy Keto Fried Halloumi,845.81,32.29,9.76,75.29,Dinner,FALSE,TRUE,Local
Keto Cinnamon Fat Bombs,650.02,1.34,3.71,69.98,Lunch,FALSE,TRUE,Local
Easy Keto Sesame Broccoli,525.31,18.72,36.85,33.67,Snack,FALSE,TRUE,Local
Keto Cheesy Shrimp Fritters,649.97,62.32,8.53,40.73,Snack,FALSE,FALSE,Local
Keto Zucchini Noodles With Meatballs,649.97,45.7,7.96,48.37,Snack,FALSE,FALSE,Local
Easy Keto Naan Recipe,649.97,34.11,12.26,51.61,Snack,FALSE,TRUE,Local
Keto Pork Stir Fry,649.97,62.56,19.45,35.77,Snack,FALSE,FALSE,Local
Keto Chicken Stir-Fry,649.96,95.9,27.53,17.36,Snack,FALSE,FALSE,Local
